k,home_adv,player_boost,rest_factor,travel_factor,pace_factor,playoff_hca_factor,sos_factor,form_weight,accuracy,log_loss,brier,score
8,15,0,0,0,15,1.0,25,5,66.93840579710145,0.6141746326139783,0.2127321191209606,-6.728841246040106
8,15,0,0,0,35,0.4,0,0,67.48188405797102,0.6126432810885554,0.2120770136241849,-6.636038387878738
8,15,0,0,0,35,0.4,0,5,67.3913043478261,0.6124137347492968,0.2119802824915393,-6.639390742873337
8,15,0,0,0,35,0.4,10,0,67.48188405797102,0.6127596653068769,0.2121583273085895,-6.640222009001494
8,15,0,0,0,35,0.4,10,5,67.30072463768117,0.6125239572049359,0.2120587672946586,-6.652469885657714
8,15,0,0,0,35,0.4,25,0,67.7536231884058,0.6130833844617637,0.2123482953983111,-6.623236572785972
8,15,0,0,0,35,0.4,25,5,67.84420289855072,0.6128381631453408,0.2122442099354166,-6.608053412724319
8,15,0,0,0,35,0.7,0,0,67.48188405797102,0.6126432810885554,0.2120770136241849,-6.636038387878738
8,15,0,0,0,35,0.7,0,5,67.3913043478261,0.6124137347492968,0.2119802824915393,-6.639390742873337
8,15,0,0,0,35,0.7,10,0,67.48188405797102,0.6127596653068769,0.2121583273085895,-6.640222009001494
8,15,0,0,0,35,0.7,10,5,67.30072463768117,0.6125239572049359,0.2120587672946586,-6.652469885657714
8,15,0,0,0,35,0.7,25,0,67.7536231884058,0.6130833844617637,0.2123482953983111,-6.623236572785972
8,15,0,0,0,35,0.7,25,5,67.84420289855072,0.6128381631453408,0.2122442099354166,-6.608053412724319
8,15,0,0,0,35,1.0,0,0,67.48188405797102,0.6126432810885554,0.2120770136241849,-6.636038387878738
8,15,0,0,0,35,1.0,0,5,67.3913043478261,0.6124137347492968,0.2119802824915393,-6.639390742873337
8,15,0,0,0,35,1.0,10,0,67.48188405797102,0.6127596653068769,0.2121583273085895,-6.640222009001494
8,15,0,0,0,35,1.0,10,5,67.30072463768117,0.6125239572049359,0.2120587672946586,-6.652469885657714
8,15,0,0,0,35,1.0,25,0,67.7536231884058,0.6130833844617637,0.2123482953983111,-6.623236572785972
8,15,0,0,0,35,1.0,25,5,67.84420289855072,0.6128381631453408,0.2122442099354166,-6.608053412724319
8,15,0,0,15,0,0.4,0,0,66.93840579710145,0.6147571819593359,0.2128811252538337,-6.73946188611789
8,15,0,0,15,0,0.4,0,5,67.11956521739131,0.614463715277227,0.21276137742762166,-6.714208297583551
8,15,0,0,15,0,0.4,10,0,67.02898550724638,0.6148703437703343,0.2129639450070016,-6.7346219997181
8,15,0,0,15,0,0.4,10,5,67.02898550724638,0.6145706386896079,0.2128413027168205,-6.727318667465046
8,15,0,0,15,0,0.4,25,0,66.48550724637681,0.6151930810759578,0.21316108947286053,-6.799437502884402
8,15,0,0,15,0,0.4,25,5,66.66666666666666,0.6148837415961617,0.21303379680675077,-6.773755138372659
8,15,0,0,15,0,0.7,0,0,66.93840579710145,0.6147571819593359,0.2128811252538337,-6.73946188611789
8,15,0,0,15,0,0.7,0,5,67.11956521739131,0.614463715277227,0.21276137742762166,-6.714208297583551
8,15,0,0,15,0,0.7,10,0,67.02898550724638,0.6148703437703343,0.2129639450070016,-6.7346219997181
8,15,0,0,15,0,0.7,10,5,67.02898550724638,0.6145706386896079,0.2128413027168205,-6.727318667465046
8,15,0,0,15,0,0.7,25,0,66.48550724637681,0.6151930810759578,0.21316108947286053,-6.799437502884402
8,15,0,0,15,0,0.7,25,5,66.66666666666666,0.6148837415961617,0.21303379680675077,-6.773755138372659
8,15,0,0,15,0,1.0,0,0,66.93840579710145,0.6147571819593359,0.2128811252538337,-6.73946188611789
8,15,0,0,15,0,1.0,0,5,67.11956521739131,0.614463715277227,0.21276137742762166,-6.714208297583551
8,15,0,0,15,0,1.0,10,0,67.02898550724638,0.6148703437703343,0.2129639450070016,-6.7346219997181
8,15,0,0,15,0,1.0,10,5,67.02898550724638,0.6145706386896079,0.2128413027168205,-6.727318667465046
8,15,0,0,15,0,1.0,25,0,66.48550724637681,0.6151930810759578,0.21316108947286053,-6.799437502884402
8,15,0,0,15,0,1.0,25,5,66.66666666666666,0.6148837415961617,0.21303379680675077,-6.773755138372659
8,15,0,0,15,15,0.4,0,0,67.21014492753623,0.6116465926192984,0.21152789263712132,-6.633273953685616
8,15,0,0,15,15,0.4,0,5,67.3913043478261,0.6113818651582299,0.2114204248560561,-6.608741480725474
8,15,0,0,15,15,0.4,10,0,67.11956521739131,0.6117607452549519,0.2116115857210885,-6.6465928691440235
8,15,0,0,15,15,0.4,10,5,67.30072463768117,0.611489786372377,0.2115012390640306,-6.621895389772124
8,15,0,0,15,15,0.4,25,0,66.93840579710145,0.6120834928073837,0.21180842166212843,-6.675164229234061
8,15,0,0,15,15,0.4,25,5,67.30072463768117,0.6118029108803893,0.2116934556272087,-6.632089048363346
8,15,0,0,15,15,0.7,0,0,67.21014492753623,0.6116465926192984,0.21152789263712132,-6.633273953685616
8,15,0,0,15,15,0.7,0,5,67.3913043478261,0.6113818651582299,0.2114204248560561,-6.608741480725474
8,15,0,0,15,15,0.7,10,0,67.11956521739131,0.6117607452549519,0.2116115857210885,-6.6465928691440235
8,15,0,0,15,15,0.7,10,5,67.30072463768117,0.611489786372377,0.2115012390640306,-6.621895389772124
8,15,0,0,15,15,0.7,25,0,66.93840579710145,0.6120834928073837,0.21180842166212843,-6.675164229234061
