k,home_adv,player_boost,rest_factor,travel_factor,pace_factor,playoff_hca_factor,sos_factor,form_weight,accuracy,log_loss,brier,score
3.0,25.3165,14.856,12.6871,0.0,27.4938,0.7691,18.0863,6.923,56.71641791044776,0.6809470206541546,0.24395630049845016,-9.534186394126465
3.0,25.3165,14.856,12.6871,0.0,27.4938,0.7691,18.0863,7.923,56.749585406301826,0.680947564186803,0.24395679012513233,-9.530893577869534
3.0,25.3165,14.856,12.6871,0.0,27.4938,0.7991,15.0863,5.923,56.71641791044776,0.6809328177967326,0.24394939498083537,-9.5337965505625
3.0,25.3165,14.856,12.6871,0.0,27.4938,0.7991,15.0863,6.923,56.782752902155885,0.6809329795579214,0.2439496959053055,-9.527176382460002
3.0,25.3165,14.856,12.6871,0.0,27.4938,0.7991,15.0863,7.923,56.782752902155885,0.680933575303085,0.2439502109709024,-9.527201751045187
3.0,25.3165,14.856,12.6871,0.0,27.4938,0.7991,16.5863,5.923,56.749585406301826,0.6809351981292228,0.24395043460983723,-9.530540428797089
3.0,25.3165,14.856,12.6871,0.0,27.4938,0.7991,16.5863,6.923,56.749585406301826,0.6809353340554645,0.24395072304514814,-9.530553053619458
3.0,25.3165,14.856,12.6871,0.0,27.4938,0.7991,16.5863,7.923,56.782752902155885,0.6809359039705482,0.24395122562320262,-9.527260966476902
3.0,25.3165,14.856,12.6871,0.0,27.4938,0.7991,18.0863,5.923,56.81592039800994,0.6809377645020843,0.24395156467809448,-9.523972663339459
3.0,25.3165,14.856,12.6871,0.0,27.4938,0.7991,18.0863,6.923,56.71641791044776,0.680937874580055,0.2439518406056946,-9.533934829823448
3.0,25.3165,14.856,12.6871,0.0,27.4938,0.7991,18.0863,7.923,56.71641791044776,0.6809384186515738,0.24395233067734498,-9.53395878526161
3.0,25.3165,14.856,12.6871,0.0647,24.4938,0.7391,15.0863,5.923,56.6832504145937,0.6809487625568074,0.24395720312889738,-9.537553184150983
3.0,25.3165,14.856,12.6871,0.0647,24.4938,0.7391,15.0863,6.923,56.65008291873963,0.6809488829481404,0.24395748232608233,-9.540882064754452
3.0,25.3165,14.856,12.6871,0.0647,24.4938,0.7391,15.0863,7.923,56.749585406301826,0.6809494373429212,0.2439579756769811,-9.530955985192431
3.0,25.3165,14.856,12.6871,0.0647,24.4938,0.7391,16.5863,5.923,56.782752902155885,0.6809511568956012,0.24395824818710438,-9.527663892433395
3.0,25.3165,14.856,12.6871,0.0647,24.4938,0.7391,16.5863,6.923,56.749585406301826,0.680951251450938,0.2439585148948599,-9.530992066771717
3.0,25.3165,14.856,12.6871,0.0647,24.4938,0.7391,16.5863,7.923,56.749585406301826,0.6809517800145901,0.24395899575795177,-9.531015529804609
3.0,25.3165,14.856,12.6871,0.0647,24.4938,0.7391,18.0863,5.923,56.782752902155885,0.6809537372780122,0.24395938368752385,-9.527729955509464
3.0,25.3165,14.856,12.6871,0.0647,24.4938,0.7391,18.0863,6.923,56.749585406301826,0.6809538059840353,0.2439596378873109,-9.531057422734534
3.0,25.3165,14.856,12.6871,0.0647,24.4938,0.7391,18.0863,7.923,56.71641791044776,0.6809543087030794,0.24396010624374662,-9.534396928329723
3.0,25.3165,14.856,12.6871,0.0647,24.4938,0.7691,15.0863,5.923,56.71641791044776,0.680939260059907,0.243952566216108,-9.5339749380788
3.0,25.3165,14.856,12.6871,0.0647,24.4938,0.7691,15.0863,6.923,56.6832504145937,0.68093938100825,0.24395284588341015,-9.537303841943036
3.0,25.3165,14.856,12.6871,0.0647,24.4938,0.7691,15.0863,7.923,56.782752902155885,0.6809399359536277,0.24395333970136968,-9.527377785468218
3.0,25.3165,14.856,12.6871,0.0647,24.4938,0.7691,16.5863,5.923,56.782752902155885,0.6809416547706019,0.24395361135841945,-9.527402402286004
3.0,25.3165,14.856,12.6871,0.0647,24.4938,0.7691,16.5863,6.923,56.782752902155885,0.6809417498828559,0.2439538785350063,-9.527413850247513
3.0,25.3165,14.856,12.6871,0.0647,24.4938,0.7691,16.5863,7.923,56.782752902155885,0.6809422789970102,0.24395435986386835,-9.527437336315227
3.0,25.3165,14.856,12.6871,0.0647,24.4938,0.7691,18.0863,5.923,56.782752902155885,0.6809442355228725,0.24395474694193267,-9.5274684716447
3.0,25.3165,14.856,12.6871,0.0647,24.4938,0.7691,18.0863,6.923,56.749585406301826,0.6809443047857209,0.24395500160926498,-9.530795962026183
3.0,25.3165,14.856,12.6871,0.0647,24.4938,0.7691,18.0863,7.923,56.749585406301826,0.6809448080551731,0.2439554704301802,-9.530818741018411
